id,state,lat,lon
USC00317056,NC,34.9869,-79.2189
USC00317074,NC,35.7294,-78.6839
USC00317079,NC,35.7944,-78.6989
USC00317097,NC,35.8222,-79.7917
USC00317165,NC,34.8122,-79.1622
USC00317170,NC,35.1311,-76.9153
USC00317202,NC,36.3825,-79.6947
USC00317229,NC,35.7747,-81.4372
USC00317319,NC,36.4783,-77.6717
USC00317346,NC,35.3044,-83.8114
USC00317395,NC,35.9519,-77.8183
USC00317400,NC,35.8936,-77.6805
USC00317486,NC,35.1417,-82.8231
USC00317499,NC,36.2119,-78.8569
USC00317516,NC,36.3464,-78.8858
USC00317548,NC,36.2333,-80.3069
USC00317615,NC,35.6836,-80.4822
USC00317618,NC,35.6967,-80.6228
USC00317656,NC,35.5347,-79.0464
USC00317725,NC,36.1369,-77.423
USC00317813,NC,33.9283,-78.3894
USC00317845,NC,35.3144,-81.5336
USC00317924,NC,35.7606,-79.4622
USC00317994,NC,35.5164,-78.3458
USC00318113,NC,33.9947,-78.0078
USC00318292,NC,35.81,-80.8808
USC00318380,NC,34.4478,-77.5739
USC00318448,NC,35.5733,-82.385
USC00318450,NC,35.395,-76.3261
USC00318492,NC,35.4478,-83.9389
USC00318500,NC,35.8847,-77.5386
USC00318519,NC,35.9225,-81.1717
USC00318694,NC,36.3919,-81.3039
USC00318706,NC,35.0628,-77.3547
USC00318744,NC,35.2058,-82.2517
USC00318778,NC,35.9067,-80.8142
USC00318964,NC,34.9603,-80.0772
USC00319026,NC,34.72,-77.9778
USC00319100,NC,35.5553,-77.0722
USC00319123,NC,35.7742,-83.0981
USC00319147,NC,35.4867,-82.9683
USC00319354,NC,34.2572,-78.6872
USC00319357,NC,34.4094,-78.7914
USC00319406,NC,36.15,-81.1833
USC00319423,NC,34.6611,-78.0456
USC00319427,NC,34.835,-78.8253
USC00319440,NC,35.8528,-77.0306
USC00319461,NC,34.1425,-77.8789
USC00319467,NC,34.3208,-77.9206
USC00319476,NC,35.6939,-77.9456
USC00319555,NC,36.1308,-81.2275
USC00319675,NC,36.1306,-80.5481
USC00319704,NC,36.3783,-79.2544
USC00319923,NC,35.7878,-78.3497
USC00320005,ND,46.45,-96.7333
USC00320022,ND,48.3308,-98.1189
USC00320096,ND,47.9022,-103.6608
USC00320127,ND,46.7253,-101.505
USC00320189,ND,48.9975,-103.4878
USC00320209,ND,46.4819,-103.3222
USC00320382,ND,46.0406,-99.3742
USC00320590,ND,46.9283,-104.0158
USC00320626,ND,48.8411,-99.7508
USC00320729,ND,48.3139,-101.7328
USC00320766,ND,47.2622,-101.7906
USC00320817,ND,46.8339,-100.7969
USC00320827,ND,46.9367,-100.7444
USC00320941,ND,48.8217,-100.4525
USC00320961,ND,48.7994,-102.2464
USC00320995,ND,46.1825,-103.4061
USC00321225,ND,47.7947,-100.5847
USC00321288,ND,48.4878,-99.1831
USC00321360,ND,47.4494,-99.1294
USC00321362,ND,47.5089,-99.1211
USC00321370,ND,46.425,-101.5742
USC00321408,ND,46.8769,-97.2328
USC00321435,ND,48.8628,-97.7014
USC00321456,ND,47.0644,-101.2119
USC00321477,ND,46.7958,-97.2686
USC00321500,ND,48.2725,-99.1986
USC00321686,ND,47.2428,-97.6561
USC00321699,ND,48.9167,-102.8333
USC00321766,ND,47.405,-98.0381
USC00321816,ND,47.2408,-98.5839
USC00321871,ND,48.9075,-103.2944
USC00322188,ND,46.8911,-102.8111
USC00322193,ND,47.1944,-102.8414
USC00322304,ND,48.0475,-100.31
USC00322365,ND,47.3464,-102.5867
USC00322482,ND,46.3694,-98.7661
USC00322525,ND,48.4267,-98.47
USC00322588,ND,46.4089,-101.8419
USC00322605,ND,46.0108,-98.5261
USC00322695,ND,46.6167,-97.6383
USC00322809,ND,47.1906,-103.2247
USC00322949,ND,47.6456,-99.6219
USC00323004,ND,46.4581,-101.2
USC00323064,ND,46.0347,-98.9436
USC00323117,ND,46.0333,-97.595
USC00323207,ND,46.05,-100.6667
USC00323217,ND,48.4583,-101.5697
USC00323287,ND,46.1581,-98.4
USC00323309,ND,46.6275,-99.1383
USC00323376,ND,47.6539,-101.4197
USC00323529,ND,47.155,-102.0706
USC00323594,ND,48.4181,-97.4247
USC00323621,ND,47.9217,-97.0981
USC00323686,ND,48.2675,-100.8439
USC00323705,ND,47.4011,-103.2072
USC00323826,ND,46.025,-99.9911
USC00323846,ND,47.3544,-102.3372
USC00323963,ND,48.9989,-99.3464
USC00324013,ND,47.8083,-99.8758
USC00324083,ND,46.5172,-100.3486
USC00324091,ND,46.5917,-101.8075
USC00324102,ND,46.9028,-102.0478
USC00324178,ND,45.9925,-102.6442
USC00324180,ND,46.0044,-102.6472
USC00324203,ND,47.4389,-97.0664
USC00324372,ND,48.4603,-99.5322
USC00324418,ND,46.8844,-98.685
USC00324571,ND,47.8967,-102.9208
USC00324646,ND,48.6692,-102.0975
USC00324722,ND,47.3714,-102.7606
USC00324879,ND,48.9797,-100.3344
USC00324937,ND,46.3547,-98.2928
USC00324958,ND,48.7622,-98.3447
USC00325002,ND,48.6278,-101.3767
USC00325078,ND,48.2881,-99.4317
USC00325090,ND,46.1767,-101.6706
USC00325186,ND,46.0725,-97.1461
USC00325210,ND,46.2667,-100.2306
USC00325220,ND,46.4386,-97.6856
USC00325230,ND,46.6611,-98.2267
USC00325434,ND,47.9619,-99.5261
USC00325479,ND,46.8128,-100.9097
USC00325575,ND,46.2911,-103.9214
USC00325638,ND,47.8214,-101.2922
USC00325660,ND,47.4989,-97.3514
USC00325710,ND,47.4825,-100.4444
USC00325730,ND,47.5808,-98.6422
USC00325754,ND,46.4025,-97.2381
USC00325764,ND,47.7619,-98.1817
USC00325798,ND,46.8928,-99.2897
USC00325813,ND,46.9161,-103.5264
USC00325848,ND,48.0781,-99.2656
USC00325993,ND,48.1803,-101.2964
USC00326015,ND,46.6706,-100.2294
USC00326025,ND,48.7603,-101.5089
USC00326105,ND,46.7006,-98.5839
USC00326155,ND,46.3719,-102.3164
USC00326255,ND,46.5067,-99.7692
USC00326315,ND,46.5414,-102.8692
USC00326365,ND,46.8925,-101.4897
USC00326620,ND,46.1458,-98.0919
USC00326857,ND,48.4,-97.75
USC00327027,ND,48.0356,-98.01
USC00327047,ND,47.1167,-99.5333
USC00327281,ND,48.5722,-102.6467
USC00327311,ND,46.1758,-101.8561
USC00327450,ND,46.1089,-102.9447
USC00327452,ND,46.2856,-102.9511
USC00327465,ND,46.42,-102.5611
USC00327530,ND,46.8886,-102.3192
USC00327655,ND,48.6297,-99.8069
USC00327664,ND,48.8811,-99.5861
USC00327704,ND,48.3542,-99.9925
USC00327986,ND,47.5983,-97.9
USC00328047,ND,48.9992,-101.6278
USC00328065,ND,46.2331,-101.1292
USC00328276,ND,48.3567,-102.4117
USC00328366,ND,46.8917,-99.9325
USC00328415,ND,46.7153,-99.4475
USC00328608,ND,47.4647,-99.3983
USC00328627,ND,48.3475,-101.9325
USC00328660,ND,46.9989,-102.4761
USC00328737,ND,48.3989,-102.9181
USC00328792,ND,48.3706,-100.3908
USC00328812,ND,47.2842,-103.9006
USC00328840,ND,47.5214,-100.8883
USC00328850,ND,47.1333,-100
USC00328853,ND,47.3014,-99.9189
USC00328872,ND,47.455,-101.1461
USC00328913,ND,48.6147,-100.7264
USC00328937,ND,46.9558,-98.0203
USC00328990,ND,48.0797,-100.875
USC00329035,ND,46.3639,-98.0758
USC00329100,ND,46.3233,-96.6108
USC00329155,ND,48.9133,-97.9181
USC00329195,ND,47.2844,-101.0267
USC00329233,ND,47.8039,-103.2892
USC00329246,ND,47.6,-103.2597
USC00329333,ND,48.9097,-101.0192
USC00329400,ND,48.6631,-103.2131
USC00329430,ND,48.1375,-103.7372
USC00329445,ND,48.6061,-100.2911
USC00329455,ND,47.1603,-100.7892
USC00329515,ND,46.2608,-99.56
USC00329575,ND,47.1844,-99.2917
USC00329650,ND,47.2878,-101.94
USC00330061,OH,41.0803,-81.5169
USC00330256,OH,40.8333,-82.35
USC00330264,OH,41.85,-80.8
USC00330279,OH,39.3428,-82.0964
USC00330430,OH,39.9917,-81.185
USC00330563,OH,40.3533,-83.7747
USC00330573,OH,39.1161,-81.7439
USC00330676,OH,39.5475,-81.6283
USC00331042,OH,41.4619,-84.5272
USC00331057,OH,39.9519,-82.4817
USC00331072,OH,40.8128,-82.9694
USC00331152,OH,40.2686,-80.9981
USC00331175,OH,39.7161,-81.4642
USC00331197,OH,40.0167,-81.5833
USC00331245,OH,41.0167,-80.7667
USC00331288,OH,39.1469,-82.2194
USC00331390,OH,40.5694,-84.5364
USC00331404,OH,40.3,-82.65
USC00331458,OH,41.5833,-81.1833
USC00331515,OH,39.1547,-84.6233
USC00331528,OH,39.3744,-83.0036
USC00331536,OH,38.7983,-84.173
USC00331541,OH,41.0517,-81.9361
USC00331550,OH,39.1169,-84.6961
USC00331592,OH,39.6106,-82.9547
USC00331777,OH,40.0606,-82.8942
USC00331783,OH,39.9047,-82.92
USC00331858,OH,40.2211,-82.0667
USC00331890,OH,40.2403,-81.8711
USC00331905,OH,40.3708,-81.7908
USC00332044,OH,40.4397,-82.3039
USC00332067,OH,39.7633,-84.1911
USC00332098,OH,41.2778,-84.3853
USC00332119,OH,40.3175,-83.0739
USC00332160,OH,40.3886,-81.3433
USC00332251,OH,41.6833,-80.6667
USC00332485,OH,39.7347,-84.6336
USC00332599,OH,41.3833,-82.05
USC00332603,OH,41.3,-82.1167
USC00332626,OH,39.5586,-82.4842
USC00332651,OH,39.35,-84.5833
USC00332727,OH,39.2122,-83.8778
USC00332791,OH,41.0461,-83.6622
USC00332847,OH,41.2833,-82.4
USC00332895,OH,40.4097,-84.7858
USC00332928,OH,39.5536,-84.3189
USC00332956,OH,40.4167,-82.5333
USC00332974,OH,41.3333,-83.1167
USC00332976,OH,41.3119,-83.1719
USC00333021,OH,40.7236,-82.8
USC00333029,OH,38.8203,-82.1822
USC00333292,OH,41.4167,-83.8667
USC00333375,OH,40.1,-84.65
USC00333393,OH,40.5167,-82.2
USC00333482,OH,39.4,-84.5667
USC00333500,OH,39.6667,-80.8667
USC00333722,OH,41.3214,-84.7475
USC00333758,OH,39.2333,-83.6092
USC00333780,OH,41.3,-81.15
USC00333838,OH,40.3239,-80.8992
USC00333874,OH,41.2167,-83.7667
USC00333915,OH,40.4803,-83.8131
USC00334004,OH,39.08,-82.7078
USC00334038,OH,39.6369,-83.5564
USC00334189,OH,40.6489,-83.6061
USC00334238,OH,39.3531,-84.2606
USC00334258,OH,41.6167,-81.3
USC00334260,OH,41.6167,-81.3
USC00334319,OH,41.25,-82.1
USC00334403,OH,39.7156,-82.6072
USC00334434,OH,39.4667,-82.7333
USC00334551,OH,40.7247,-84.1294
USC00334672,OH,39.5325,-82.3936
USC00334681,OH,39.8833,-83.45
USC00334728,OH,40.8333,-81.25
USC00334874,OH,40.7667,-82.6167
USC00334924,OH,39.4108,-81.4536
USC00334927,OH,39.4089,-81.4328
USC00334942,OH,40.6167,-83.1333
USC00334967,OH,40.8833,-81.7333
USC00334979,OH,40.2411,-83.3669
USC00335029,OH,39.2503,-82.4822
USC00335041,OH,39.6522,-81.8561
USC00335188,OH,39.2,-84.7
USC00335220,OH,39.5167,-84.4167
USC00335268,OH,39.1814,-84.2867
USC00335297,OH,40.55,-81.9167
USC00335315,OH,40.7692,-80.8561
USC00335356,OH,41.15,-80.7833
USC00335438,OH,41.5886,-84.585
USC00335505,OH,41.3,-80.7667
USC00335535,OH,40.55,-82.8167
USC00335669,OH,41.3939,-84.1144
USC00335718,OH,39.5014,-82.2439
USC00335747,OH,40.0875,-82.4128
USC00335786,OH,39.9322,-84.0333
USC00335794,OH,40.2667,-81.6
USC00335857,OH,39.7333,-82.2156
USC00335894,OH,40.4878,-81.4317
USC00335939,OH,39.3933,-81.2192
USC00336118,OH,41.2667,-82.6167
USC00336196,OH,41.2667,-82.2167
USC00336342,OH,41.0325,-84.0542
USC00336389,OH,41.75,-81.3
USC00336405,OH,40.9461,-83.9614
USC00336465,OH,41.1244,-84.5922
USC00336600,OH,39.8386,-81.9167
USC00336616,OH,40.1833,-81.2167
USC00336630,OH,39.0706,-83.0197
USC00336645,OH,40.1525,-84.2372
USC00336650,OH,40.1311,-84.2342
USC00336697,OH,40.0494,-84.3458
USC00336781,OH,38.7569,-82.8872
USC00336861,OH,40.4833,-83.2
USC00336882,OH,41.65,-82.8
USC00336949,OH,41.1333,-81.2833
USC00337120,OH,38.7872,-83.7972
USC00337255,OH,39.8164,-82.0722
USC00337303,OH,41.05,-82.35
USC00337383,OH,40.5447,-84.4375
USC00337400,OH,40.1394,-83.9289
USC00337410,OH,39.07,-82.2908
USC00337538,OH,39.7339,-83.4775
USC00337559,OH,39.9222,-81.4347
USC00337693,OH,40.2706,-84.1506
USC00337857,OH,38.4239,-82.5936
USC00337935,OH,39.9667,-83.8167
USC00338025,OH,40.3764,-80.6283
USC00338110,OH,41.5044,-84.43
USC00338313,OH,41.1167,-83.1667
USC00338332,OH,39.9528,-84.1689
USC00338534,OH,40.8333,-83.2833
USC00338552,OH,40.0986,-83.7822
USC00338560,OH,40.2167,-82.4333
USC00338565,OH,40.2061,-82.52
USC00338609,OH,40.8494,-84.5808
USC00338642,OH,40.2197,-84.4822
USC00338769,OH,41.2,-80.8167
USC00338794,OH,39.5467,-83.4153
USC00338810,OH,38.7003,-82.4736
USC00338822,OH,41.5183,-84.1453
USC00338830,OH,39.1114,-82.9797
USC00338951,OH,40.1264,-82.9433
USC00338990,OH,39.8731,-84.6556
USC00339050,OH,38.805,-83.4356
USC00339197,OH,39.3667,-81.3167
USC00339219,OH,39.4833,-83.8167
USC00339312,OH,40.7833,-81.9167
USC00339361,OH,39.6167,-83.9
USC00340017,OK,34.7864,-96.685
USC00340028,OK,36.4008,-95.3
USC00340179,OK,34.5903,-99.3344
USC00340184,OK,34.8847,-99.2964
USC00340193,OK,36.8014,-98.6878
USC00340200,OK,35.1592,-97.9036
USC00340215,OK,36.2483,-98.1883
USC00340224,OK,35.0619,-98.1989
USC00340256,OK,34.2208,-95.615
USC00340260,OK,34.8892,-98.3592
USC00340288,OK,35.6542,-97.3658
USC00340292,OK,34.1772,-97.1617
USC00340332,OK,36.1669,-99.7214
USC00340364,OK,34.7833,-96.0667
USC00340391,OK,34.3983,-96.14
USC00340535,OK,36.5653,-96.1664
USC00340546,OK,36.7619,-96.0117
USC00340567,OK,34.385,-94.8981
USC00340593,OK,36.8125,-100.5308
USC00340670,OK,34.8822,-95.0906
USC00340755,OK,36.5297,-97.4472
USC00340782,OK,35.9833,-95.8833
USC00340818,OK,36.8047,-97.2764
USC00340830,OK,35.1183,-97.67
USC00340908,OK,36.7236,-102.4806
USC00340980,OK,34.0211,-95.8722
USC00341075,OK,36.9219,-97.335
USC00341144,OK,35.8292,-96.3917
USC00341162,OK,34.0497,-94.7381
USC00341168,OK,34.1333,-94.7
USC00341243,OK,36.8003,-99.64
USC00341256,OK,36.6928,-96.7319
USC00341499,OK,34.1442,-94.6378
USC00341504,OK,35.1756,-98.5794
USC00341544,OK,34.2661,-94.7753
USC00341620,OK,36.3108,-98.9803
USC00341648,OK,34.6008,-96.3131
USC00341684,OK,35.7061,-96.88
USC00341706,OK,34.4225,-98.6497
USC00341711,OK,35.4722,-95.5219
USC00341717,OK,36.4806,-95.4211
USC00341724,OK,36.7672,-98.4244
USC00341745,OK,34.5019,-96.9717
USC00341750,OK,35.0489,-97.9158
USC00341828,OK,36.3225,-95.5808
USC00341858,OK,34.6606,-95.5828
USC00341909,OK,35.5014,-98.9772
USC00342011,OK,34.2742,-96.4139
USC00342039,OK,35.35,-98.6742
USC00342054,OK,34.3622,-97.9736
USC00342125,OK,35.3008,-98.9958
USC00342196,OK,34.7422,-97.7039
USC00342242,OK,35.9269,-97.6742
USC00342318,OK,35.9803,-96.7758
USC00342354,OK,34.5433,-95.6764
USC00342485,OK,35.4561,-95.9072
USC00342660,OK,34.5011,-97.9592
USC00342668,OK,34.4933,-98.1419
USC00342678,OK,34,-96.3686
USC00342690,OK,35.2894,-96.0397
USC00342788,OK,35.655,-97.4678
USC00342818,OK,35.5489,-97.9553
USC00342849,OK,35.3925,-99.5064
USC00342872,OK,34.61,-97.4222
USC00342912,OK,36.4194,-97.8747
USC00342944,OK,35.2164,-99.8628
USC00342993,OK,35.1931,-95.5903
USC00343065,OK,34.9511,-94.9081
USC00343070,OK,36.3744,-99.6264
USC00343083,OK,34.2667,-95.9167
USC00343250,OK,36.8736,-96.5692
USC00343304,OK,36.5442,-99.535
USC00343353,OK,34.3861,-99.02
USC00343358,OK,36.7647,-99.1128
USC00343489,OK,36.85,-100.0569
USC00343497,OK,35.6306,-98.3217
USC00343628,OK,36.5914,-101.6181
USC00343740,OK,36.7425,-98.1331
USC00343821,OK,35.8161,-97.395
USC00343835,OK,36.7028,-101.4781
USC00343871,OK,35.585,-99.3953
USC00343884,OK,35.2028,-95.8897
USC00343909,OK,36.9561,-96.8592
USC00343956,OK,35.8258,-95.6933
USC00343998,OK,34.6286,-99.1394
USC00344001,OK,34.2331,-97.4203
USC00344008,OK,34.9128,-94.5997
USC00344017,OK,34.3333,-94.65
USC00344019,OK,36.5381,-98.2661
USC00344052,OK,34.5828,-97.3464
USC00344055,OK,36.0942,-97.835
USC00344235,OK,35.0567,-96.3861
USC00344249,OK,34.6808,-99.8136
USC00344258,OK,36.8806,-95.2867
USC00344298,OK,36.8589,-101.2172
USC00344384,OK,34.0211,-95.5381
USC00344451,OK,33.9336,-94.8278
USC00344489,OK,36.1139,-96.8789
USC00344567,OK,36.4236,-94.7967
USC00344573,OK,36.7222,-97.7903
USC00344672,OK,36.2133,-94.7725
USC00344766,OK,36.9031,-102.965
USC00344861,OK,35.8583,-97.9294
USC00344865,OK,33.93,-96.6961
USC00344915,OK,34.9614,-96.75
USC00344950,OK,36.3894,-98.1061
USC00344975,OK,35.2928,-95.4322
USC00345013,OK,36.6878,-97.5572
USC00345045,OK,36.6992,-99.8967
USC00345063,OK,34.6097,-98.4572
USC00345090,OK,35.8781,-99.3433
USC00345108,OK,34.4339,-96.2717
USC00345118,OK,36.8472,-95.6353
USC00345216,OK,34.8261,-97.6386
USC00345247,OK,34.3281,-97.6794
USC00345329,OK,35.3736,-98.3775
USC00345437,OK,35.7628,-94.7344
USC00345468,OK,34.0919,-96.7708
USC00345509,OK,34.8911,-99.5017
USC00345522,OK,36.1747,-96.4433
USC00345540,OK,36.2461,-96.6839
USC00345563,OK,33.8761,-97.1642
USC00345581,OK,34.6456,-97.9778
USC00345693,OK,35.1447,-94.9669
USC00345713,OK,34.3094,-95.8672
USC00345768,OK,36.7894,-97.7333
USC00345779,OK,35.505,-96.9772
USC00345855,OK,36.8833,-94.8833
USC00346035,OK,35.1464,-99.4956
USC00346110,OK,36.0483,-97.39
USC00346130,OK,35.7781,-95.3339
USC00346139,OK,36.2283,-99.17
USC00346278,OK,36.8914,-97.0586
USC00346386,OK,35.1811,-97.4378
USC00346485,OK,36.6917,-95.6436
USC00346629,OK,36.1217,-98.315
USC00346638,OK,35.4253,-96.3033
USC00346659,OK,35.4056,-97.5972
USC00346670,OK,35.6239,-96.025
USC00346678,OK,35.6092,-95.4633
USC00346751,OK,36.3486,-98.4808
USC00346926,OK,34.7253,-97.2814
USC00346935,OK,36.6692,-96.3472
USC00346940,OK,36.3567,-96.8108
USC00347003,OK,35.9853,-97.0189
USC00347012,OK,36.2886,-97.2897
USC00347068,OK,35.6906,-97.745
USC00347214,OK,34.4997,-96.6275
USC00347254,OK,35.0539,-94.6264
USC00347264,OK,35.4875,-96.7303
USC00347309,OK,36.3092,-95.3297
USC00347327,OK,34.9858,-97.3842
USC00347372,OK,35.1333,-95.3667
USC00347390,OK,36.5044,-96.7439
USC00347394,OK,36.6,-95.9167
USC00347403,OK,34.1578,-98.3108
USC00347412,OK,36.5447,-101.0842
USC00347505,OK,36.4611,-97.1797
USC00347534,OK,36.9425,-102.6314
USC00347565,OK,35.1589,-99.3658
USC00347579,OK,35.6256,-99.9106
USC00347727,OK,34.8511,-99.0208
USC00347862,OK,35.4572,-94.8047
USC00347952,OK,35.3061,-99.6275
USC00347979,OK,35.0383,-95.9578
USC00348016,OK,34.9692,-98.7603
USC00348042,OK,35.2317,-96.6531
USC00348110,OK,35.3553,-96.9203
USC00348258,OK,36.365,-96.0028
USC00348299,OK,34.6867,-98.9483
USC00348380,OK,36.3894,-95.0597
USC00348416,OK,35.245,-94.625
USC00348479,OK,35.3197,-97.2117
USC00348501,OK,36.1175,-97.095
USC00348506,OK,35.8953,-94.6486
USC00348563,OK,35.7975,-96.6658
USC00348652,OK,35.4219,-99.9053
USC00348677,OK,35.9369,-94.9644
USC00348708,OK,36.0381,-98.9592
USC00348815,OK,35.7522,-98.7453
USC00348884,OK,34.1925,-96.6442
USC00349017,OK,36.8136,-100.8636
USC00349023,OK,34.6147,-95.2803
USC00349032,OK,34.5011,-97.5433
USC00349086,OK,35.3672,-97.8872
USC00349118,OK,33.9981,-95.1433
USC00349172,OK,36.1508,-99.3003
USC00349203,OK,36.5469,-95.1322
USC00349212,OK,34.9003,-99.8614
USC00349247,OK,35.9675,-95.3739
USC00349278,OK,34.3603,-98.3006
USC00349298,OK,36.9219,-95.7986
USC00349364,OK,35.8578,-98.4139
USC00349395,OK,34.1747,-97.9964
USC00349404,OK,36.5758,-98.8797
USC00349422,OK,35.52,-98.6986
USC00349445,OK,35.4814,-95.2039
USC00349479,OK,35.5828,-96.3958
USC00349575,OK,35.1314,-96.5389
USC00349629,OK,34.7325,-98.7125
USC00349634,OK,34.9611,-95.1711
USC00349668,OK,35.0522,-99.5125
USC00349724,OK,34.9417,-94.7039
USC00349760,OK,36.4408,-99.3817
USC00350036,OR,42.1761,-119.8961
USC00350118,OR,42.9694,-119.9933
USC00350145,OR,44.4044,-123.7533
USC00350197,OR,44.8197,-120.7533
USC00350217,OR,42.2461,-123.1764
USC00350265,OR,45.7211,-120.2064
USC00350304,OR,42.2128,-122.7144
USC00350312,OR,44.7261,-120.7531
USC00350356,OR,44.5747,-118.4914
USC00350471,OR,43.1497,-124.4019
USC00350501,OR,43.9456,-120.2169
USC00350595,OR,45.4547,-122.8203
USC00350652,OR,44.2867,-122.0386
USC00350694,OR,44.0567,-121.285
USC00350699,OR,44.1183,-121.2103
USC00350856,OR,42.2208,-120.5792
USC00350858,OR,45.8472,-119.6933
USC00350897,OR,45.6361,-121.9519
USC00351055,OR,42.03,-124.2453
USC00351058,OR,42.0569,-124.2653
USC00351067,OR,43.8094,-120.6
USC00351124,OR,43.0661,-118.8683
USC00351149,OR,42.18,-122.9853
USC00351354,OR,42.9419,-123.28
USC00351433,OR,44.3914,-122.4811
USC00351448,OR,42.1597,-123.6422
USC00351546,OR,43.2292,-121.7894
USC00351574,OR,42.7036,-121.9953
USC00351643,OR,46.1081,-123.2058
USC00351682,OR,45.205,-123.8925
USC00351765,OR,45.2325,-120.1817
USC00351836,OR,43.1872,-124.2025
USC00351862,OR,44.6342,-123.19
USC00351877,OR,44.5078,-123.4575
USC00351897,OR,43.7917,-123.0275
USC00351902,OR,43.7178,-123.0578
USC00351914,OR,44.1308,-122.2419
USC00351926,OR,45.2964,-117.7903
USC00351946,OR,42.8967,-122.1328
USC00352010,OR,43.7228,-123.2086
USC00352112,OR,44.9464,-123.2908
USC00352135,OR,42.9447,-117.3389
USC00352173,OR,44.5564,-119.6447
USC00352292,OR,44.7242,-122.2547
USC00352325,OR,45.4833,-123.1242
USC00352374,OR,43.7819,-122.9628
USC00352406,OR,43.6656,-123.3275
USC00352415,OR,43.8081,-118.3775
USC00352440,OR,45.4539,-121.1303
USC00352493,OR,45.2742,-122.2019
USC00352597,OR,45.5669,-117.9239
USC00352633,OR,43.5992,-123.5992
USC00352675,OR,45.4,-117.2667
USC00352678,OR,45.7083,-117.1528
USC00352693,OR,45.2689,-122.3186
USC00352775,OR,43.2589,-124.0233
USC00352800,OR,44.8358,-123.4525
USC00352805,OR,44.8578,-123.4308
USC00352867,OR,44.0494,-123.3703
USC00352876,OR,42.2642,-118.6758
USC00352972,OR,43.9703,-124.1153
USC00352973,OR,44.0042,-124.0947
USC00352974,OR,43.1914,-123.5545
USC00352997,OR,45.5247,-123.1028
USC00353014,OR,46.1358,-123.8783
USC00353038,OR,44.9983,-120.2175
USC00353047,OR,44.4139,-122.6728
USC00353193,OR,43.7464,-124.1217
USC00353250,OR,45.7,-118.3667
USC00353356,OR,42.4036,-124.4242
USC00353402,OR,45.3014,-121.7417
USC00353445,OR,42.4244,-123.3236
USC00353509,OR,42.1258,-122.545
USC00353542,OR,44.5175,-120.9389
USC00353604,OR,44.8736,-117.1094
USC00353692,OR,42.5483,-119.6556
USC00353705,OR,45.3128,-123.35
USC00353770,OR,45.4486,-122.1547
USC00353818,OR,45.8619,-119.312
USC00353827,OR,45.3653,-119.5639
USC00353847,OR,45.8289,-119.2636
USC00353908,OR,45.5139,-122.99
USC00353971,OR,44.3525,-122.7842
USC00353995,OR,43.9281,-124.1069
USC00354003,OR,45.6847,-121.5175
USC00354060,OR,42.2292,-122.3814
USC00354098,OR,44.3564,-117.255
USC00354126,OR,43.3708,-122.9653
USC00354133,OR,42.6286,-124.0575
USC00354161,OR,45.3167,-119.8814
USC00354291,OR,44.4233,-118.9594
USC00354329,OR,45.3456,-117.2247
USC00354403,OR,42.1264,-121.9308
USC00354411,OR,45.1967,-120.6994
USC00354501,OR,42.2303,-121.7633
USC00354506,OR,42.2008,-121.7814
USC00354606,OR,44.6253,-122.7189
USC00354622,OR,45.3167,-118.0747
USC00354633,OR,42.45,-122.5667
USC00354670,OR,42.2414,-120.3678
USC00354721,OR,42.9242,-124.4533
USC00354776,OR,44.9231,-123.575
USC00354811,OR,44.1014,-122.6886
USC00354819,OR,44.5328,-122.9014
USC00354835,OR,43.3597,-122.2208
USC00354939,OR,43.2331,-122.9872
USC00355020,OR,44.7136,-119.1017
USC00355026,OR,43.1922,-123.4689
USC00355050,OR,43.9144,-122.76
USC00355055,OR,42.6722,-122.675
USC00355067,OR,45.5231,-117.3736
USC00355080,OR,44.7328,-120.9747
USC00355139,OR,44.6167,-121.0011
USC00355142,OR,44.6633,-121.1461
USC00355160,OR,43.9794,-117.0247
USC00355162,OR,43.265,-118.8447
USC00355174,OR,42.0078,-121.3186
USC00355204,OR,44.0372,-123.8653
USC00355221,OR,44.6125,-121.9486
USC00355258,OR,44.6719,-117.9942
USC00355335,OR,42.4106,-117.8656
USC00355362,OR,44.1792,-122.1164
USC00355384,OR,45.2214,-123.1622
USC00355392,OR,45.9306,-119.2956
USC00355394,OR,45.5122,-118.423
USC00355515,OR,44.5833,-121.1833
USC00355545,OR,45.4667,-120.35
USC00355593,OR,45.9428,-118.4089
USC00355638,OR,44.5681,-120.1156
USC00355641,OR,44.5833,-120.1833
USC00355681,OR,45.1781,-122.5061
USC00355711,OR,44.8186,-119.42
USC00355734,OR,45.4825,-120.7236
USC00355891,OR,43.0906,-123.1669
USC00355945,OR,45.4981,-122.8394
USC00355971,OR,45.8136,-123.7753
USC00356151,OR,45.2817,-122.7517
USC00356179,OR,43.8764,-116.9903
USC00356200,OR,43.4228,-123.3003
USC00356213,OR,43.7428,-122.4433
USC00356252,OR,43.5492,-121.9639
USC00356302,OR,43.2783,-119.3111
USC00356334,OR,45.3558,-122.6047
USC00356366,OR,45.0333,-123.9239
USC00356405,OR,43.65,-117.2467
USC00356426,OR,42.6922,-120.5403
USC00356466,OR,45.535,-121.5894
USC00356532,OR,44.7275,-121.2506
USC00356540,OR,45.7206,-118.6264
USC00356541,OR,45.6703,-118.7964
USC00356550,OR,45.6911,-118.8522
USC00356634,OR,45.4756,-118.8253
USC00356749,OR,45.5181,-122.6894
