Commodity,Year,Value,State,DomainId,DomainCat,Unit,ProdPractice
SOYBEANS,2012,.00000,COLORADO,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
OATS,2012,53.30000,IDAHO,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
CORN,2012,194.30000,IDAHO,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SORGHUM,2012,37.10000,COLORADO,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SOYBEANS,2012,.00000,COLORADO,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,69.10000,IDAHO,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
BARLEY,2012,63.00000,VERMONT,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,26.30000,IDAHO,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,54.70000,VERMONT,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
CORN,2012,129.20000,VERMONT,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
CORN,2012,113.40000,VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SOYBEANS,2012,42.30000,VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,61.20000,VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,60.60000,VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SORGHUM,2012,63.80000,VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SOYBEANS,2012,38.80000,VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,61.20000,VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
CORN,2012,161.20000,VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
OATS,2012,45.10000,CONNECTICUT,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,58.20000,CONNECTICUT,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
CORN,2012,.00000,CONNECTICUT,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SOYBEANS,2012,.00000,CONNECTICUT,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,.00000,CONNECTICUT,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,.00000,CONNECTICUT,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
CORN,2012,144.90000,DELAWARE,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SORGHUM,2012,47.10000,FLORIDA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,48.90000,FLORIDA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
CORN,2012,149.80000,FLORIDA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SOYBEANS,2012,31.70000,FLORIDA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SOYBEANS,2012,28.10000,FLORIDA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
BARLEY,2012,47.70000,ALASKA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
CORN,2012,.00000,WASHINGTON,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
BARLEY,2012,43.40000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SOYBEANS,2012,40.50000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,.00000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SOYBEANS,2012,34.30000,GEORGIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,56.00000,GEORGIA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,45.60000,GEORGIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SORGHUM,2012,49.80000,GEORGIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,52.50000,GEORGIA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SOYBEANS,2012,.00000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,33.50000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,54.80000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
BARLEY,2012,72.60000,WASHINGTON,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
BARLEY,2012,68.30000,WASHINGTON,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SOYBEANS,2012,.00000,WASHINGTON,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,115.90000,WASHINGTON,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,.00000,WASHINGTON,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SOYBEANS,2012,.00000,WEST VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,56.00000,GEORGIA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
CORN,2012,.00000,WASHINGTON,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
OATS,2012,.00000,WASHINGTON,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
BARLEY,2012,58.60000,GEORGIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
BARLEY,2012,.00000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
OATS,2012,59.10000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,47.30000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
CORN,2012,.00000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
CORN,2012,.00000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
OATS,2012,.00000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,67.70000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
CORN,2012,128.70000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SORGHUM,2012,41.70000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,63.10000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
CORN,2012,127.50000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
CORN,2012,176.60000,ALABAMA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
CORN,2012,.00000,WEST VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SOYBEANS,2012,49.00000,WEST VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
BARLEY,2012,94.30000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
CORN,2012,142.00000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
OATS,2012,.00000,ALABAMA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,62.60000,ALABAMA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
CORN,2012,169.10000,CALIFORNIA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,90.70000,CALIFORNIA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,92.80000,CALIFORNIA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SORGHUM,2012,123.20000,CALIFORNIA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,.00000,CALIFORNIA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
OATS,2012,63.40000,CALIFORNIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,28.80000,COLORADO,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SOYBEANS,2012,.00000,HAWAII,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SORGHUM,2012,.00000,HAWAII,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,24.40000,COLORADO,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
OATS,2012,91.80000,IDAHO,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,62.10000,IDAHO,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,86.50000,IDAHO,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
CORN,2012,36.60000,COLORADO,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,62.40000,COLORADO,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,37.40000,COLORADO,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,28.80000,COLORADO,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,37.50000,COLORADO,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
OATS,2012,58.20000,IDAHO,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,96.20000,IDAHO,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SOYBEANS,2012,49.60000,VERMONT,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SORGHUM,2012,14.80000,COLORADO,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
BARLEY,2012,108.80000,IDAHO,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SORGHUM,2012,88.70000,IDAHO,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,111.30000,IDAHO,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,53.40000,VERMONT,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,48.30000,VERMONT,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
CORN,2012,.00000,CONNECTICUT,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SOYBEANS,2012,.00000,CONNECTICUT,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,.00000,CONNECTICUT,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
BARLEY,2012,.00000,VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
CORN,2012,97.80000,VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,61.20000,VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,58.40000,VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,75.80000,DELAWARE,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SOYBEANS,2012,41.50000,DELAWARE,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,44.60000,FLORIDA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
OATS,2012,34.80000,FLORIDA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
OATS,2012,41.50000,FLORIDA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,78.00000,DELAWARE,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,.00000,ALASKA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
BARLEY,2012,62.30000,WEST VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,64.70000,WEST VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
OATS,2012,83.50000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SOYBEANS,2012,39.60000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
BARLEY,2012,.00000,INDIANA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,63.40000,INDIANA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
BARLEY,2012,.00000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
OATS,2012,56.30000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SORGHUM,2012,.00000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,72.90000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,64.30000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,60.40000,WASHINGTON,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
OATS,2012,50.40000,WEST VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,23.20000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
BARLEY,2012,160.70000,GEORGIA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
CORN,2012,159.70000,GEORGIA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SORGHUM,2012,57.50000,GEORGIA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SORGHUM,2012,43.90000,GEORGIA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SOYBEANS,2012,42.70000,GEORGIA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
CORN,2012,.00000,WASHINGTON,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SORGHUM,2012,.00000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,70.30000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SOYBEANS,2012,.00000,WASHINGTON,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SORGHUM,2012,60.10000,WEST VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SOYBEANS,2012,.00000,WEST VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,69.50000,WASHINGTON,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,68.20000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,.00000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SOYBEANS,2012,41.00000,US TOTAL,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SOYBEANS,2012,44.10000,INDIANA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,66.30000,INDIANA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,66.20000,INDIANA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2007,64.40000,MICHIGAN,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
CORN,2012,129.40000,US TOTAL,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
BARLEY,2012,100.70000,US TOTAL,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SOYBEANS,2012,45.60000,IOWA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,69.20000,IOWA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,48.40000,IOWA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,69.20000,IOWA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
OATS,2012,.00000,ARIZONA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2007,63.50000,NEW MEXICO,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2007,42.10000,SOUTH DAKOTA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SOYBEANS,2007,40.30000,PENNSYLVANIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SORGHUM,2007,.00000,VERMONT,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
CORN,2012,142.30000,ILLINOIS,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,44.30000,ILLINOIS,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,62.90000,ILLINOIS,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2002,.00000,MASSACHUSETTS,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SOYBEANS,2002,39.80000,MICHIGAN,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SOYBEANS,2007,43.50000,NORTH DAKOTA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2002,13.70000,UTAH,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
BARLEY,2007,49.60000,NORTH CAROLINA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
BARLEY,2002,.00000,TENNESSEE,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SOYBEANS,2002,.00000,KENTUCKY,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
CORN,2007,92.40000,ALABAMA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2007,64.20000,MARYLAND,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SOYBEANS,2002,.00000,MONTANA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
BARLEY,2002,80.90000,OREGON,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SOYBEANS,2002,30.20000,NEW JERSEY,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SOYBEANS,2007,.00000,NEW YORK,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
CORN,2007,111.70000,OKLAHOMA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
CORN,2012,234.80000,ARIZONA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SORGHUM,2007,79.00000,MISSISSIPPI,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
BARLEY,2007,.00000,NORTH CAROLINA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
OATS,2007,52.40000,WASHINGTON,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2002,.00000,UTAH,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
OATS,2002,45.90000,SOUTH CAROLINA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
OATS,2012,50.40000,INDIANA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2007,54.20000,MAINE,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
CORN,2002,124.80000,MISSOURI,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2002,.00000,PENNSYLVANIA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
OATS,2007,64.80000,CALIFORNIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SOYBEANS,2007,28.30000,NEW JERSEY,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2007,.00000,MASSACHUSETTS,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2002,29.00000,SOUTH DAKOTA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
OATS,2012,47.00000,KANSAS,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
OATS,2012,44.90000,KANSAS,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SORGHUM,2012,38.40000,KANSAS,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SOYBEANS,2012,29.80000,KANSAS,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
OATS,2007,90.60000,WASHINGTON,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
CORN,2002,166.80000,OKLAHOMA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
OATS,2007,25.10000,OKLAHOMA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SORGHUM,2012,.00000,UTAH,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SOYBEANS,2007,41.90000,SOUTH DAKOTA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SOYBEANS,2007,49.80000,KANSAS,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
CORN,2002,153.40000,GEORGIA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
BARLEY,2002,64.00000,DELAWARE,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2007,56.50000,IDAHO,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SORGHUM,2007,81.80000,KENTUCKY,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,42.70000,US TOTAL,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,36.60000,US TOTAL,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,32.90000,US TOTAL,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
BARLEY,2012,112.10000,ARIZONA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
CORN,2012,197.70000,ARIZONA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,92.60000,ARIZONA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,101.10000,ARIZONA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2002,51.20000,INDIANA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,44.30000,ILLINOIS,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
CORN,2007,108.90000,SOUTH CAROLINA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SORGHUM,2012,.00000,ILLINOIS,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
CORN,2007,149.90000,TEXAS,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2002,32.70000,NORTH DAKOTA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SOYBEANS,2002,23.50000,VIRGINIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
BARLEY,2012,39.30000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
BARLEY,2012,67.10000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,59.70000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2012,32.20000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2012,23.50000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,.00000,WYOMING,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
CORN,2007,.00000,WASHINGTON,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2002,47.90000,ILLINOIS,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2002,53.30000,CALIFORNIA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SORGHUM,2007,.00000,FLORIDA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
SOYBEANS,2002,.00000,VERMONT,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SOYBEANS,2002,30.20000,MARYLAND,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2002,49.10000,GEORGIA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
BARLEY,2007,93.30000,CALIFORNIA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
OATS,2007,57.20000,MICHIGAN,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2007,39.30000,NEBRASKA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
OATS,2007,83.10000,WISCONSIN,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2002,39.60000,NORTH CAROLINA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
WHEAT,2007,58.50000,INDIANA,341,9679,BU / ACRE,"IRRIGATED, PART OF CROP"
SORGHUM,2002,40.40000,OKLAHOMA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
SORGHUM,2002,77.10000,LOUISIANA,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2002,41.00000,SOUTH DAKOTA,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2007,.00000,MASSACHUSETTS,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
BARLEY,2012,86.10000,MARYLAND,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
OATS,2012,65.40000,MARYLAND,341,9679,BU / ACRE,"IRRIGATED, NONE OF CROP"
WHEAT,2012,65.30000,MARYLAND,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
WHEAT,2002,67.00000,MICHIGAN,341,9679,BU / ACRE,"IRRIGATED, ENTIRE CROP"
