Commodity,Year,Value,State,DomainId,DomainCat,Unit,ProdPractice
COTTON,2012,2.20000,KANSAS,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,1.90000,MISSOURI,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,3.30000,CALIFORNIA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,1.80000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,.90000,FLORIDA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2012,2.10000,LOUISIANA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,2.00000,LOUISIANA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,2.40000,NEW MEXICO,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,2.10000,NEW MEXICO,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.70000,ARKANSAS,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,1.50000,ARKANSAS,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.00000,VIRGINIA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.10000,US TOTAL,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,2.10000,TEXAS,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,.90000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.40000,ALABAMA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,1.50000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.80000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.90000,KANSAS,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,2.10000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,1.90000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2012,2.10000,VIRGINIA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,2.20000,VIRGINIA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,1.20000,FLORIDA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,2.00000,MISSOURI,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,2.30000,MISSOURI,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,.70000,SOUTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,2.20000,NEW MEXICO,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,2.10000,NEW MEXICO,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,2.10000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,.60000,SOUTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.80000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,2.50000,US TOTAL,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.40000,MISSOURI,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,1.50000,US TOTAL,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,2.00000,LOUISIANA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.70000,TEXAS,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.20000,KANSAS,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.90000,ARKANSAS,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,1.40000,GEORGIA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,2.40000,ARKANSAS,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,2.20000,NEW MEXICO,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.60000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,.90000,FLORIDA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.80000,US TOTAL,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,.70000,OKLAHOMA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.60000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,3.20000,CALIFORNIA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,1.10000,ALABAMA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,.60000,OKLAHOMA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.50000,TENNESSEE,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2012,1.90000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2012,.70000,KANSAS,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,1.60000,KANSAS,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,1.60000,LOUISIANA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.50000,SOUTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,3.00000,CALIFORNIA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,.60000,SOUTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.30000,US TOTAL,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,1.90000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.50000,LOUISIANA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.80000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,2.50000,US TOTAL,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,2.10000,LOUISIANA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,2.70000,US TOTAL,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,1.60000,US TOTAL,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,1.50000,KANSAS,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,1.50000,KANSAS,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.80000,ARIZONA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,2.30000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.70000,TEXAS,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,.70000,KANSAS,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,1.60000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,2.30000,TEXAS,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.10000,VIRGINIA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.90000,OKLAHOMA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,.70000,SOUTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,1.50000,TENNESSEE,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,.90000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,2.10000,LOUISIANA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,3.00000,ARIZONA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,2.00000,OKLAHOMA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,.90000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,2.10000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,2.10000,US TOTAL,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,2.00000,MISSOURI,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.60000,KANSAS,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,1.90000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.90000,ARKANSAS,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,1.70000,VIRGINIA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,1.50000,VIRGINIA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.30000,SOUTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,1.20000,SOUTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,1.10000,TENNESSEE,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,1.40000,GEORGIA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2012,2.10000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,2.00000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,1.50000,OKLAHOMA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,.90000,FLORIDA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,2.30000,US TOTAL,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,1.60000,US TOTAL,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,1.50000,FLORIDA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.10000,VIRGINIA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,2.00000,LOUISIANA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,1.70000,VIRGINIA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.20000,SOUTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.70000,TENNESSEE,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.50000,SOUTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,1.30000,FLORIDA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,2.30000,MISSOURI,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,2.10000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,2.10000,ARKANSAS,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.20000,FLORIDA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.20000,ALABAMA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,2.10000,LOUISIANA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,2.90000,CALIFORNIA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,2.60000,US TOTAL,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,2.30000,TEXAS,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,1.30000,TENNESSEE,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,1.10000,GEORGIA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.10000,ALABAMA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2012,.60000,OKLAHOMA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,1.60000,MISSOURI,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2012,1.90000,OKLAHOMA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,2.10000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,1.50000,ARKANSAS,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.70000,TENNESSEE,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,1.20000,KANSAS,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2012,3.00000,ARIZONA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,1.20000,OKLAHOMA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,3.00000,CALIFORNIA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,.90000,SOUTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2012,2.20000,ARKANSAS,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,2.00000,ARKANSAS,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.60000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,1.50000,MISSOURI,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,2.30000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.40000,ALABAMA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,1.90000,TEXAS,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,2.30000,NEW MEXICO,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,.90000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2012,2.20000,GEORGIA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,2.30000,GEORGIA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,.90000,TEXAS,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,.90000,TEXAS,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,1.30000,SOUTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.50000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.30000,US TOTAL,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,2.00000,LOUISIANA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,.90000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,2.10000,US TOTAL,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.20000,ALABAMA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,2.10000,LOUISIANA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.50000,KANSAS,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,1.50000,TEXAS,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,1.80000,TEXAS,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,2.00000,MISSOURI,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.30000,GEORGIA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.70000,GEORGIA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,2.10000,ARIZONA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,2.80000,ARIZONA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,.90000,FLORIDA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,1.80000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,1.30000,FLORIDA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.40000,FLORIDA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2012,1.10000,TEXAS,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,2.10000,ARKANSAS,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,1.10000,GEORGIA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,2.50000,OKLAHOMA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,1.90000,OKLAHOMA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,1.50000,MISSOURI,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,2.00000,MISSOURI,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.00000,TEXAS,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.00000,ALABAMA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,1.10000,KANSAS,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2012,2.20000,LOUISIANA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.70000,GEORGIA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.80000,TEXAS,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.80000,US TOTAL,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,2.10000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,1.60000,MISSOURI,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,1.40000,ALABAMA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,2.00000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,1.40000,ALABAMA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.60000,GEORGIA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,.90000,SOUTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2012,2.40000,GEORGIA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.10000,US TOTAL,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,1.10000,ALABAMA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.90000,KANSAS,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.00000,TEXAS,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,1.60000,LOUISIANA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.30000,TENNESSEE,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,1.00000,VIRGINIA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2012,1.90000,OKLAHOMA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.50000,LOUISIANA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,2.00000,ARKANSAS,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,2.10000,LOUISIANA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.10000,KANSAS,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,1.50000,KANSAS,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,2.10000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.50000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.60000,OKLAHOMA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,3.00000,CALIFORNIA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,2.30000,GEORGIA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2007,2.50000,OKLAHOMA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,2.00000,ALABAMA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2012,1.80000,ALABAMA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2012,2.00000,ARKANSAS,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,1.80000,ARKANSAS,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2002,.70000,OKLAHOMA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2007,1.90000,MISSOURI,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2007,1.80000,NEW MEXICO,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,1.80000,NEW MEXICO,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,1.10000,TEXAS,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
COTTON,2012,2.00000,TEXAS,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2012,2.30000,ALABAMA,341,9679,BALES / ACRE,"IRRIGATED, ENTIRE CROP"
COTTON,2002,.90000,NORTH CAROLINA,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,1.80000,MISSISSIPPI,341,9679,BALES / ACRE,"IRRIGATED, PART OF CROP"
COTTON,2002,1.60000,LOUISIANA,341,9679,BALES / ACRE,"IRRIGATED, NONE OF CROP"
